,text,Positive,Negative,Neutral,Compound,Status
2824,RT  ðŸ™‹ðŸ»â€â™€ï¸  is hiring! Content  lead (social media + editorial). Ideal candidate knows the platforms &amp; analytics insiâ€¦,18.7,0.0,81.3,57.07,neg
2825,"ðŸ™‹ðŸ»â€â™€ï¸  is hiring! Content  lead (social media + editorial). Ideal candidate knows the platforms &amp; analytics inside out, has big love for comedy and its cultural impact, is self motivated. 2+ yrs exp. WFH for now. Send brief profile + CV to hi at ",26.1,0.0,73.9,92.45,neg
2826,"Well if you want to cook something for yourself while WFH.

Check out these quick and  for snack break!! ðŸ˜

 ",18.099999999999998,0.0,81.89999999999999,45.59,neg
2827,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2828, Thanks God I don't have WFH,62.5,0.0,37.5,61.24000000000001,neg
2829," Not sure if you know how this impacts those who have toxic employers ðŸ¤·ðŸ»

WFH = more work
Sick = Disinterested 

To the point that people get forcefully ""resigned"" when they be critically sick ðŸ˜« 

Would YOU do that ? 

 

",0.0,20.599999999999998,79.4,-83.34,pos
2830,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2831,Work from home opportunity part time and Full work      ,25.900000000000002,0.0,74.1,42.15,neg
2832,"Friends, 
If you have someone in your direct contacts on  / / /   who would prefer to work directly with a US customer,  mostly WFH,  let me know.
Exp: 3Years above",10.7,0.0,89.3,47.67,neg
2833,"They say Monday is difficult.
I say the whole week is difficult.
 ",0.0,35.699999999999996,64.3,-61.24000000000001,pos
2834,"RT  Adoption of  by enterprises, rising concern over infrastructure &amp; data security, and exigency of identity access manageâ€¦",12.4,0.0,87.6,34.0,neg
2835,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2836, Matlab you left the flat for good 18 months ago due to wfh or still registered as a tenant there and evading rent?,12.1,0.0,87.9,44.04,neg
2837,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2838,"RT  The  world is entering into a new phase of  normal:  workplaces.

And so we welcome the MoyoFamâ€¦",17.0,0.0,83.0,50.7,neg
2839,"  Aise to fir Twitter ko bhi is list me add kar dena chahiye. Donâ€™t we all share our personal random life pics, mirror selfies, blue skies &amp; beautiful mountains pics here on Twitter sometimes?
LinkedIn was a professional platform but WFH seem to have made it a semi-social platform.",8.3,0.0,91.7,46.78,neg
2840,"Tech HR hiring exposure / internship an added advantage, good in english and hindi, pleasing personality, can work in challenging environment, for now WFH, post diwali in person maybe. Mumbai Location. ",27.6,0.0,72.39999999999999,83.6,neg
2841,"   This Site Is A Part Of WorkFromHome Scam. Is there any way to report this ?

  ",0.0,22.2,77.8,-57.19,pos
2842,"I was just horrified with the photos of  on TV
I was saved by   but so many people lost their time &amp; energy for no fault.
 ",13.200000000000001,34.599999999999994,52.2,-81.24,pos
2843,"Dear  
 
Signals are very poor and it is effecting wfh. Please fix it asap.
Area: 523187 (Pincode)",22.0,15.2,62.8,12.98,neg
2844,"RT  Employees free to return to office, or continue to work from home, say top companies! 

WFH model is here to stay!",22.1,0.0,77.9,68.92,neg
2845,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2846,"RT  Dear  
 
Signals are very poor since 1hr and it is effecting wfh. Please fix it asap.
Area: 5071â€¦",20.200000000000003,14.000000000000002,65.9,12.98,neg
2847,Good afternoon! Todayâ€™s Monday horror/wfh noir is that Badhshahâ€™s song â€˜Saiyaan Jiâ€™ (?) has been stuck in my head since I woke up. Specifically the â€˜whis-whis-whis-key-key-key-key-keyâ€™ part.,10.9,6.9,82.19999999999999,29.42,neg
2848,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2849,"Dear  
 
Signals are very poor since 1hr and it is effecting wfh. Please fix it asap.
Area: 507157 (Pincode)",20.200000000000003,14.000000000000002,65.9,12.98,neg
2850,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2851,"Boost your conversions and commissions using the same tool the super affiliates use! Check out the demo at 

        ",30.099999999999998,0.0,69.89999999999999,78.4,neg
2852,"RT  This Tourism Day, share with us where your travelling spirit took you to WFH? Comment below.

  ",20.599999999999998,0.0,79.4,44.04,neg
2853,"  ðŸ˜³ thanks to WFH , Iâ€™m at home",32.6,0.0,67.4,44.04,neg
2854,"Chnge
Convert hotels in rural to hlth care center diagnostics or medi schools
EXEMPTIONS: identify- d ones that needs boost BUT must b a need &amp; reasnbly priced. Eg: EV MEDI INSU 
CSR- Mayb a rise in % - c19- so pay2 gov- rev4u2 spnd on infra
4 TOP LEVEL JOBS PAY- WFH - TAX",13.700000000000001,5.1,81.2,54.99000000000001,neg
2855,"Office is more boring then WFH.

",0.0,34.1,65.9,-38.04,pos
2856,"How to earn 1lakh/month through engaging and persuasive content writing skills.
So join the free workshop and get the benefit of 25000 worth of bonuses.
  via  
    ",45.9,0.0,54.1,94.28,neg
2857, Dude i got like fully ready na! Like SAB HOGAYA THA! i was about to leave tab jaake i read the WFH msg and I'm like ---- ðŸ˜­ðŸ˜­ðŸ˜­,34.4,3.6999999999999997,61.8,87.32,neg
2858,  Sector 3 Ulwe has major broadband service provider issues. Residents dont have the choice for different service providers. The only local broadband service is pathetic. Wfh is suffering to a great extent. Please take action.,15.2,16.1,68.7,-10.27,pos
2859,"Team kaunsa bhi ho, cheering toh banta hai! Check out our range of products to uplift your cricket entertainment! 
Shop now at 
 

        ",25.0,0.0,75.0,77.07000000000001,neg
2860,"  I love tea breaks. It's just that I hate having to sit with others and listen to office gossip while having that tea break.

In WFH, I can take as many tea breaks as I want without having to listen to any useless chatter.",11.3,16.8,71.89999999999999,-40.19,pos
2861,WFH folks are excluded from Bharat bandh.. please continue working as you do,14.6,15.299999999999999,70.1,-2.58,pos
2862, Nature abhors a vacuum. The vacuum created by Goans migrating by the thousands is being filled by internal migrations from other parts of India. While there will be some undesirable migrants the WFH people are generally well behaved.,9.3,15.5,75.2,-57.19,pos
2863," psychology is a study of being content with the past, being happy with the present &amp; being hopeful for the future.
             ",28.000000000000004,0.0,72.0,79.06,neg
2864," Young employees are suffering at WFH because of bad managers dont respect their personal time. If young employees have matured managers, they will be happy to continue WFH",10.0,24.8,65.10000000000001,-66.56,pos
2865," 1. If people are good at WFH, allow them to continue
2. If people don't have facilities, companies should offer them money for making good infrastructure at home
3. If people are interested to come to office, let them do it.",21.9,0.0,78.10000000000001,85.55,neg
2866," WFH is better than WFO!

WFH - Many marriages will be Saved!

WFO - Many marriages will be Shaved! ",30.5,0.0,69.5,76.33,neg
2867,"Having multiple meetings when it could be a direct conversation (textual/voice call) kills so much productivity &amp; drains out one's energies.

What do you think?

      ",6.9,12.8,80.30000000000001,-38.18,pos
2868,"Everyday I wake up, do the same routine,join company login and curse for having a boring life.
Today I realized this is never the way I want to live my life.
So today morning I wake up and followed the same routine,joined company login

   ",0.0,16.3,83.7,-72.03,pos
2869,"RT  Adoption of  by enterprises, rising concern over infrastructure &amp; data security, and exigency of identity access manageâ€¦",12.4,0.0,87.6,34.0,neg
2870,"NAH! HOW MANY DAYS ARE YOU GOING TO BE BORED FROM WFH?
                +91 966 300 3001 / +91 966 300 300 ",0.0,22.6,77.4,-64.37,pos
2871,RT  WFH people have been excluded from the Harthal. ðŸ˜†,0.0,21.099999999999998,78.9,-34.0,pos
2872,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2873, It's hard to see how people can go back to this over WFH unless one is into business.,0.0,7.6,92.4,-10.27,pos
2874, obviously sick of WFH may be 3+4 is a good option,20.4,23.200000000000003,56.3,-10.27,pos
2875,"RT  ""A dream doesn't become reality through magic; it takes sweat, determination and hard work.""
- Colin Powell

",23.400000000000002,7.000000000000001,69.69999999999999,51.06,neg
2876,I wonder why is every technology boon limited to big cities.While with the ongoing  scenario decentralization is the need of hour.People willing to get a  can't have one.  high time to reconsider your customer's need before you lose them.,0.0,11.600000000000001,88.4,-55.74,pos
2877," So pretty  

I wish for these Mondays to return. Still wfh:)",44.7,0.0,55.300000000000004,75.59,neg
2878,"Companies are in need of new ideas to gain an advantage in the game.

          ",31.0,0.0,69.0,65.97,neg
2879,WFH struggle is real and especially for momâ€™s with toddlers at home. ,0.0,17.299999999999997,82.69999999999999,-31.819999999999997,pos
2880,"RT  Employees free to return to office, or continue to work from home, say top companies! 

WFH model is here to stay!",22.1,0.0,77.9,68.92,neg
2881,"I have seen people posting beautiful WFH setup. This is my WFH setup when your 2 years old occupy all your rooms and only place to work is your store room.

   ",12.2,0.0,87.8,59.940000000000005,neg
2882, I might come as well. Time to take some advantage of wfh. :D,47.5,0.0,52.5,79.83,neg
2883,"Global Healthcare Billing Partners Pvt Ltd 
Vellore 

Opening for ED Experience Coders...!

Permanent WFH mode.

Immediate joining. 

Number of vacancy : 30 coders.

send their profiles to what's app or email.. 

#  9962072275

E-mail: jesupaul",4.7,0.0,95.3,15.110000000000001,neg
2884,"Woke at 6 and ready to clear my to-do list asap so that I could have some me-time too...... What's your suggestion?
       #",22.1,0.0,77.9,62.49,neg
2885,Betr! Sm income betr than nothing &amp; WFH- Cool4me- no trvl. Office life was difrnt vs now. Any news on SWISS MONEY? boon4 me &amp; many! Frm software2advisory..i did choose advisory- its nice &amp; hectic too! Calm env- peaceful4me. Ok..b/f time..will feed u. Dr*g trkng must end!,11.899999999999999,4.2,83.89999999999999,62.09,neg
2886,RT  When lockdown restrictions were imposed amid  our Customer Support team had no choice but to  Râ€¦,9.9,14.799999999999999,75.3,2.58,neg
2887,"I am so torn between ""yeah fuck you worker exploitation"" and ""fuck you WSJ stop trying to convince employers that wfh is bad"" because this must be the 4th  WSJ article this year that unfairly demonises wfh ",9.2,30.9,59.8,-88.92999999999999,pos
2888,"RT  ðŸ‡®ðŸ‡ª  is creating 400 rural  hubs â˜˜ï¸ ðŸ’» ðŸ’«

ðŸŽ¥  via  
   ",16.7,0.0,83.3,29.599999999999998,neg
2889,"I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs... , &amp; Other household items. I can't manage to clean up with my busy and hectic WFH schedule.
I damn Badly need this vaccum cleaner. 



 

ðŸ¤žðŸ¤žðŸ¤žðŸ¤žðŸ¤ž ",3.8,28.4,67.80000000000001,-87.07000000000001,pos
2890," I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs... , &amp; Other household items. I can't manage to clean up with my busy and hectic WFH schedule.
I damn Badly need this vaccum cleaner. 



 

ðŸ¤žðŸ¤žðŸ¤žðŸ¤žðŸ¤ž",3.8,28.4,67.80000000000001,-87.07000000000001,pos
2891,Wfh is so annoying cuz most of my heads dont ask me to switch on my camera but theres always this one team head who does. I have to wear my hijab and look presentable for ONE PERSON AND FOR 2 MINS.,0.0,5.4,94.6,-30.620000000000005,pos
2892,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2893," I'm working in TCS and my wife is working in Car dekho and both are in WFH mode of working. if things not sorted out either we have to report office or to apply leave. 
Note: my wife is pregnant. 

attaching screen shot while replying to you stuck in midway, se the network bars. ",0.0,5.800000000000001,94.19999999999999,-29.599999999999998,pos
2894," With wfh I hardly get any physical activity done all day so I'm also trying to develop this habit.

Rooting for you too, it'll get easier with time ðŸ™Œ",9.4,0.0,90.60000000000001,42.15,neg
2895,"Reason COVID-19 single-handedly pushed the housing demand through:
* WFH culture: People need bigger houses, with dedicated work space.
* Tech led home-buying (virtual tours - easier to close the housing deals)
* Quarantine-needs: There should be an extra room!",15.0,3.6999999999999997,81.3,68.0,neg
2896,"Revolution in 4G Data clearly sailed us through the pandemic! 
Imagine 3G Services and WFH.",17.599999999999998,0.0,82.39999999999999,45.739999999999995,neg
2897,"we are currently WFH and we have to connect with internet with zero point failure and if things like this happens it will create -ive impact. If anything happens with our mobile because of these, we are not liable for anything. Request you to please take necessary action.",12.7,6.1,81.2,38.18,neg
2898,"Privatization? Let's give a first chance to MPSEB.

Unplanned power cut is their motto!


        ",13.0,15.5,71.5,-10.07,pos
2899, can you please check your service in 263653 pincode . The network and bandwidth here is getting worse day by day. The complain is not from mine but the entire village. Please look into this matter as it is affecting WFH for most of us .,11.899999999999999,7.8,80.30000000000001,24.709999999999997,neg
2900,"If Permanent WFH is going to be thing in the near future , co-working space is the best suitable place to connect / co-locate occasionally and brain storm ideas.   ",13.900000000000002,0.0,86.1,63.690000000000005,neg
2901,"      Airtel is unable to provide broadband in Sec67, Gurgaon DP is full. Was asked to terminate the connection. For lack of infrastructure Airtel is willing to lose customers.  ",0.0,16.1,83.89999999999999,-61.24000000000001,pos
2902," We are in a situation(have my mother as well) , have avoided going out to a very large extent. Given that we can get everything we want delivered &amp; wfh, no need to go out. Even if I try to find places that doesnâ€™t have crowd.  I stay indoors so that folks who need to go can.",2.4,8.4,89.3,-51.06,pos
2903,"Microsoft Says Work From Home Is Killing Innovation, Destroying Team Spirit; WFH Is Harmful In Longer Run? (Survey Report) |  â€“ Indian Business of Tech, Mobile &amp; Startups  via",11.799999999999999,22.0,66.10000000000001,-69.08,pos
2904,"  If the report works for microsoft it doesn't mean it has to work for everyone else. If WFH works for employees there is no issue, similarly if employee feels not comfortable with work from office, he/she should have a choice to.",0.0,11.4,88.6,-59.96,pos
2905,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2906," Sir, regarding WFH .we want to go hsbc office and work orelse as we are third party employees like wipro office to go and work, next coming days.",20.599999999999998,0.0,79.4,67.05,neg
2907,RT  The new ultralight   13  features a brilliant display &amp; long battery life for enjoying stunning visuals oâ€¦,41.199999999999996,0.0,58.8,86.89,neg
2908,"Earn  &amp;  for sharing your opinion...

ðŸ‘‰ ðŸ‘ˆ

    
            ",28.599999999999998,0.0,71.39999999999999,42.15,neg
2909," WITHOUT any Skills or Experience

Here are 15 Easy Ways to Get Started for Free  


    
      ",32.300000000000004,0.0,67.7,73.50999999999999,neg
2910,"Chances are that you may be reading this hunched in front of your laptop, without even realizing it.
 has several benefits but also many cons. Back &amp;  is one of them. If you're also suffering from it, here's how you can keep the  at bay. ",6.5,8.4,85.1,-44.97,pos
2911,"   Despite of WFH opportunity, most of our employed youth working for differnt IT organisation in other states are still forced to work from those states because of lack of Internet Broadband Option unavailability in Jeypore and other parts of Western Odisha.",0.0,16.7,83.3,-76.72,pos
2912, Yesss. WFH has increased work time considerably. Hardly any weekends.,18.9,0.0,81.10000000000001,27.32,neg
2913,"  A work from home policy is for convenience. It worked well during the lockdown. It helps a lot of young mothers or people who have other challenges in life. The model for the future would be a hybrid one. In service sector jobs, it saves time and costs. I am not against WFH.",11.5,0.0,88.5,61.24000000000001,neg
2914, Solved this in first week of WFH (before first lockdown) with a  CCTV camera which supports voice conversation via mobile app. Kept a small table at side of door where pick-up and delivery items can be kept. Very rarely I have to get up to answer a door bell.,9.700000000000001,0.0,90.3,55.74,neg
2915,"WFH , HOME SWEET HOME is all okay

But thoda din aur ghar pe log rhe to pagal ho jaenge",24.9,0.0,75.1,68.41000000000001,neg
2916,"Productivity Superhack:

Block calendar with yourself, plug into lo-fi music and sail through distractions smoothly!

I have been doing this during WFH. While in the zone, I no longer get disturbed by mixer blenders, phone notifications and even thoughts.

Try it!",0.0,22.7,77.3,-85.13,pos
2917,"  Ofcourse. But I did mention this in next tweet. 
And it will obviously depend on work profile and requirements.
Many companies are thinking of making 20% work force full time WFH.
So if a substantial difference can be made. Atleast one can try.
",4.9,0.0,95.1,26.82,neg
2918,"The HDR colors will immerse you into eye pleasing entertainment!  Check out our range of products to uplift your cricket entertainment! 

Shop now at 


        ",31.3,0.0,68.7,86.19,neg
2919,"  You don't need dozens of 'metro' cities. Regular cities with decent infra where ppl earn well enough that they don't feel the need to leave home towns for greener pastures.
This WFH business has high potential if used well.",10.100000000000001,2.9000000000000004,87.0,45.879999999999995,neg
2920," I never thought I will say this but parents do 
WFH sucks 
P.S. please someone hire me in Bangalore ðŸ¥´",13.3,14.6,72.1,-7.720000000000001,pos
2921,RT  The new ultralight   13  features a brilliant display &amp; long battery life for enjoying stunning visuals oâ€¦,41.199999999999996,0.0,58.8,86.89,neg
2922,"A good work station (read: GreenSoul Work Chair) calls for a good day at work. Wouldn't you agree?

             ",27.700000000000003,10.100000000000001,62.2,57.05,neg
2923,"Remember the 1-2 WFH days you were allowed long back? And how precious they were? Goes to prove, yet again, that anything is enjoyable if only in moderation.",21.099999999999998,0.0,78.9,78.82000000000001,neg
2924,RT  The new ultralight   13  features a brilliant display &amp; long battery life for enjoying stunning visuals oâ€¦,41.199999999999996,0.0,58.8,86.89,neg
2925,"RT  Today technology plays an enormous role in our day-to-day lives, especially with  and  ",13.3,0.0,86.7,25.0,neg
2926,"I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs....., I can't manage to clean up with busy and hectic WFH schedule.

I damnnnn damnnn BADLYYYYY need this vaccum cleaner.

 


  ",4.8,19.1,76.1,-61.970000000000006,pos
2927," I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs....., I can't manage to clean up with busy and hectic WFH schedule.

I damnnnn damnnn BADLYYYYY need this vaccum cleaner.

 


 ",4.8,19.1,76.1,-61.970000000000006,pos
2928,RT  The new ultralight   13  features a brilliant display &amp; long battery life for enjoying stunning visuals oâ€¦,41.199999999999996,0.0,58.8,86.89,neg
2929,"Since itâ€™s WFH, I have my mom constantly checking up on me and work. Inadvertently, I discuss every trivial detail with her to which she responds with a counter-question making me think harder. 

And I thought, she wouldnâ€™t understand. ðŸ¤·â€â™€ï¸",0.0,3.0,97.0,-2.58,pos
2930,"Hey , *TAMAL* this side ðŸ‘‹

I have Generated *71K ABOVE PROFIT * in last *7 DAYS* (Will Provide Live Proof).
Don't Prejudge this opportunity âŒ .

âš¡ *It's not Network Marketing*âŒ
âš¡ *It's not MLM*âŒ
Please WHATSAPP AT 9830429535.
    ",16.400000000000002,4.7,78.9,71.14,neg
2931,"RT    


Job Opportunity for a US based Company for a Work From Home Profile

For an Interâ€¦",16.7,0.0,83.3,42.15,neg
2932,"RT  Here's a data analyst who turned a specialist of 'nattu kozhi' (country chicken), thanks to WFH 

 
",17.2,0.0,82.8,44.04,neg
2933,RT  The new ultralight   13  features a brilliant display &amp; long battery life for enjoying stunning visuals oâ€¦,41.199999999999996,0.0,58.8,86.89,neg
2934,"People who WFH don't respect their Sunday holidays. They will invariably want to sit at their computers and work.
Agree? 
Definitely true in my case at least.
  ",33.6,7.199999999999999,59.199999999999996,80.97999999999999,neg
2935,RT  Here is a glimpse of our quarterly meet from yesterday wherein the whole team joined us to congratulate our top performers fâ€¦,20.0,0.0,80.0,61.24000000000001,neg
2936, Sector 3 Ulwe has major broadband service provider issues. Residents dont have the choice for different service providers. The only local broadband service is pathetic. Wfh is suffering to a great extent. Please take action.,15.2,16.1,68.7,-10.27,pos
2937,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2938,"from the amount of times i scream â€œJFC!â€ â€œoh my god!â€, â€œfuck!â€ and â€œidiot!!â€ next to an open patio door while working has got to have my neighbors thinking much cooler stuff is happening in my apt. 

 stuff. 
 
",0.0,9.700000000000001,90.3,-59.51,pos
2939,"I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs... , &amp; Other household items. I can't manage to clean up with my busy and hectic WFH schedule.
I damn Badly need this vaccum cleaner. 



 

â¤ï¸ðŸ˜â¤ï¸ ",3.8,28.4,67.80000000000001,-87.07000000000001,pos
2940," I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs... , &amp; Other household items. I can't manage to clean up with my busy and hectic WFH schedule.
I damn Badly need this vaccum cleaner. 



 

â¤ï¸ðŸ˜â¤ï¸",3.8,28.4,67.80000000000001,-87.07000000000001,pos
2941,"RT    


Job Opportunity for a US based Company for a Work From Home Profile

For an Interâ€¦",16.7,0.0,83.3,42.15,neg
2942,"RT  The WFH we all love ðŸ˜‰ 

 and show your  here
âž¡ï¸ ",27.6,0.0,72.39999999999999,63.690000000000005,neg
2943,"RT    


Job Opportunity for a US based Company for a Work From Home Profile

For an Interâ€¦",16.7,0.0,83.3,42.15,neg
2944,"RT    


Job Opportunity for a US based Company for a Work From Home Profile

For an Interâ€¦",16.7,0.0,83.3,42.15,neg
2945,"RT    


Job Opportunity for a US based Company for a Work From Home Profile

For an Interâ€¦",16.7,0.0,83.3,42.15,neg
2946,Earn BITCOIN Online Free  via       ,45.2,0.0,54.800000000000004,51.06,neg
2947,"  


Job Opportunity for a US based Company for a Work From Home Profile

For an Interpreter

Language to Interpret: Gujarati to English &amp; Vice Versa
For: A Medical Portal
Pre Requisites:",9.4,0.0,90.60000000000001,42.15,neg
2948,"13. Smallcase &amp; Tickertape: WFH for 90% of work days
14. Zoho: No notice period
15. Twitter: Unlimited WFH
16. Adobe: $10k learning budget per year
17. PhonePe: Rs.5k learning budget per year",0.0,6.4,93.60000000000001,-29.599999999999998,pos
2949,"Daily facing Internet Speed issue after 10 p.m.  had made my WFH experience very pathetic. 60MBPS plan feels like 6 MBPS, less than that as well. How could I rely on ur service? 
 resolve this issue permanently, or else I have to choose another ISP.ðŸ˜¡ ",14.6,8.1,77.2,29.75,neg
2950,"RT  Adoption of  by enterprises, rising concern over infrastructure &amp; data security, and exigency of identity access manageâ€¦",12.4,0.0,87.6,34.0,neg
2951," I'm exhausted with my Pets ruining my Carpets and Floor with food stuffs... , I can't manage to clean up with busy and hectic WFH schedule . 
I damnnnn damnnn BADLYYYYY need this vaccum cleaner. 


",4.8,19.1,76.1,-61.970000000000006,pos
2952,RT  Why should Work from the Office have all the fun?Â Team VERTS had virtual Happy Hour time to strengthen team connection wâ€¦,22.2,0.0,77.8,71.84,neg
2953,RT  Why should Work from the Office have all the fun?Â Team VERTS had virtual Happy Hour time to strengthen team connection wâ€¦,22.2,0.0,77.8,71.84,neg
2954,"RT   in normal times is completely different than working at home under pandemic conditions.  shares stressors, simiâ€¦",10.8,15.299999999999999,73.9,-22.63,pos
2955,"Contact Us | Reach Us


             ",26.8,0.0,73.2,2.58,neg
2956," Damn! I stay extremely close by, and go there for evening coffee as a break from WFH.",0.0,17.599999999999998,82.39999999999999,-45.739999999999995,pos
2957,Perfect  setup doesn't exist ,55.2,0.0,44.800000000000004,57.19,neg
2958,"Latest Freelance Projects


             ",52.400000000000006,0.0,47.599999999999994,29.599999999999998,neg
2959,"Contact Us | Reach Us


                      ",26.8,0.0,73.2,2.58,neg
2960, Han aur bad me bhi shyd nhi milega wfhðŸ˜,0.0,30.4,69.6,-54.230000000000004,pos
2961," Do we have a time line for fixing this ?? Instead of exchange of comments here??
For the past 25 days I am facing issues &amp; tired of calling d helpdesk &amp; appellate NO USE 
Sure u understand the criticality, we q every1 is WFH &amp; need urgent attention-getting things solved faster",13.0,10.6,76.4,-38.04,pos
2962,RT  We are looking for a  Critical Access Hospital Coding Specialist to join our team! Check out this opportunity and appâ€¦,22.900000000000002,9.2,67.9,53.339999999999996,neg
2963,RT  âž¿ The remote office is supremely liberating for people who aren't bolted to the table but who instead feel strongly attacâ€¦,20.0,0.0,80.0,61.24000000000001,neg
2964,"RT  Are you ready to  for Softbank Group,   Data Entry Clerk.  ",20.0,0.0,80.0,36.120000000000005,neg
2965,"RT  ð—¡ð—¢ð—ª ð—›ð—œð—¥ð—œð—¡ð—š ð—¥ð—˜ð— ð—¢ð—§ð—˜
+ Job: Social Media + Community Outreach ContractorðŸ–¥ï¸     
+ Company: Family-Centered CareðŸ’»    
+ Part-tiâ€¦",13.0,0.0,87.0,27.32,neg
2966," What's the logic behind so irregular power cuts in Bank Colony, Nua Bazar? There seems to be no accountability from anyone. Due to power issues we struggle to meet our productivity levels during WFH days. I request you to please look into the matter.",7.000000000000001,14.399999999999999,78.60000000000001,-55.2,pos
2967,"Now you can find Jobs, Projects and Talent at one place!


             ",23.599999999999998,0.0,76.4,47.53,neg
2968,The W in wfh stands for fuck work and enjoy the weekendðŸ˜‚. ,20.4,22.3,57.3,-7.720000000000001,pos
2969,"CUTE BABY ALERT! One of the pluses of working from home is the unexpected visitor, especially one who's so cute and cuddly. Meet my goddaughter, Haley Noelle Vay Blackwell.  ðŸ˜Š ",28.599999999999998,0.0,71.39999999999999,89.62,neg
2970, WFH PIO( party in office),40.300000000000004,0.0,59.699999999999996,40.19,neg
2971,"RT  Make Money as a High Paid Remote Freelancer

 ",23.1,0.0,76.9,27.32,neg
2972,"RT  * FREE WEBINAR*
Join us on 27th September and Learn How To Use Magtapp! (INTRODUCTION TO MAGTAPP)

  ",30.3,0.0,69.69999999999999,75.97,neg
2973,"The golden rule to be a great programmer:

6 hours of debugging can help you save 10 minutes of reading the documentation ðŸ™‚

      ",35.699999999999996,0.0,64.3,87.5,neg
2974,How do you measure loyalty of internal staff towards work in the WFH model? When employees happily post pictures of hobbies they picked up during the pandemic. ,22.1,0.0,77.9,79.64,neg
2975,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2976,"Not having a competitive environment and getting freedom with space and time has been beneficial for a lot of people, they have become more accountable. WFH is working for many of us, shares Praveen Nagda  PLUS 
  ",22.8,3.6999999999999997,73.5,83.08,neg
2977," Very disappointed with your Support services. It's a sheer waste of time and effort. It's been more than a week, still my issue is not need resolved. And the whatsapp chat replies with same templated answers everytime. I am very frustrated now because I need my laptop for WFH",5.0,21.099999999999998,73.9,-82.73,pos
2978,WFH is not a 24X7 job. NICE!,0.0,38.800000000000004,61.199999999999996,-48.82,pos
2979,"RT  Adoption of  by enterprises, rising concern over infrastructure &amp; data security, and exigency of identity access manageâ€¦",12.4,0.0,87.6,34.0,neg
2980,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2981,"The best workout ever! Check out our range of products to uplift your cricket entertainment! Shop now at Bajaj Electronics.



          ",29.599999999999998,0.0,70.39999999999999,82.17,neg
2982," And add some new WFH lines too

Am I Audible?
Not able to hear u.
Network connection is not good ðŸ˜…ðŸ˜‚",0.0,11.200000000000001,88.8,-34.12,pos
2983,"  Evry company has WFH policy - infosys, mphasis, IBM, CTS, etc. I have been given long term WFH for my entire stint in a company for 2 years. Hope you need more research &amp; focus only on work deliverables instead of where the employee works. That give better flexibility to employe",15.7,0.0,84.3,80.2,neg
2984,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
2985,"When tech giants of the world had come to peace with their employees working remotely,  has announced plans to buy office building in NYC's Hudson Square. 

What are your views on this? Do share with us in the comment.

   ",13.3,0.0,86.7,69.08,neg
2986," Hybrid works the best. But with creative people, have them stacked all at one place, rest can be wfh.",29.5,0.0,70.5,79.64,neg
